id_cliente,total_compras,total_productos_diferentes,total_facturas,valor_total_compras,valor_medio_por_compra,valor_mediano_por_compra,precio_unitario_medio,cantidad_total_productos,cantidad_media_por_compra,primer_compra,ultima_compra,dias_como_cliente,dia_semana_favorito,hora_favorita,pais_principal,paises_diferentes,categorias_productos_diferentes,compras_fines_semana,porcentaje_compras_fines_semana,mes_mas_activo,meses_diferentes_compra,tiempo_medio_entre_compras,tiempo_mediano_entre_compras,frecuencia_compra,meses_activo,valor_mensual_medio,compras_mensuales_medias,categoria_favorita,diversidad_categorias
18074.0,13,13,1,489.6,37.66153846153846,25.5,4.7807692307692315,190,14.615384615384615,2010-12-01 09:53:00,2010-12-01 09:53:00,1,3,9,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,13.0,1,489.6,13.0,otros,2
17420.0,30,28,3,598.83,19.961000000000002,20.115000000000002,3.8813333333333335,265,8.833333333333334,2010-12-01 09:56:00,2011-10-20 14:52:00,324,2,15,United Kingdom,1,3,0,0.0,6,3,11.10344827586207,0.0,0.09259259259259259,3,199.60999999999999,10.0,otros,3
16029.0,241,44,63,80850.84,335.4806639004149,174.0,36.18526970954357,40108,166.4232365145228,2010-12-01 09:57:00,2011-11-01 10:27:00,336,3,10,United Kingdom,1,4,0,0.0,10,12,1.3166666666666667,0.0,0.7172619047619048,12,6737.570000000001,20.083333333333332,otros,4
16250.0,24,22,2,389.44,16.226666666666667,17.55,3.0883333333333334,208,8.666666666666666,2010-12-01 09:59:00,2011-03-23 15:07:00,113,3,9,United Kingdom,1,3,0,0.0,12,2,4.869565217391305,0.0,0.21238938053097345,2,194.72,12.0,otros,3
12431.0,235,163,15,6419.950000000001,27.31893617021277,17.4,3.756340425531915,2908,12.374468085106383,2010-12-01 10:03:00,2011-11-04 11:55:00,339,4,14,Australia,2,6,30,12.76595744680851,10,8,1.4188034188034189,0.0,0.6932153392330384,8,802.4937500000001,29.375,otros,6
17511.0,963,453,31,91062.38,94.5611422637591,75.60000000000001,2.3066251298027,64549,67.02907580477674,2010-12-01 10:19:00,2011-12-07 10:12:00,371,3,11,United Kingdom,1,5,0,0.0,12,12,0.3700623700623701,0.0,2.595687331536388,13,7004.798461538462,74.07692307692308,otros,5
13705.0,28,25,3,711.86,25.423571428571428,15.0,7.608571428571429,363,12.964285714285714,2010-12-01 10:29:00,2011-12-02 12:32:00,367,1,9,United Kingdom,1,3,0,0.0,12,2,13.518518518518519,0.0,0.07629427792915532,3,237.28666666666663,9.333333333333334,otros,3
13747.0,1,1,1,79.6,79.6,79.6,9.95,8,8.0,2010-12-01 10:37:00,2010-12-01 10:37:00,1,3,10,United Kingdom,1,1,0,0.0,12,1,0.0,0.0,0.0,1,79.6,1.0,otros,1
13408.0,478,234,62,28117.04,58.82225941422595,45.0,2.4391004184100415,16232,33.9581589958159,2010-12-01 10:39:00,2011-12-08 09:05:00,372,3,12,United Kingdom,1,5,91,19.03765690376569,12,12,0.740041928721174,0.0,1.2849462365591398,13,2162.849230769231,36.76923076923077,otros,5
13767.0,368,55,37,17220.36,46.79445652173913,30.0,3.7135326086956524,7322,19.89673913043478,2010-12-01 10:47:00,2011-12-07 15:00:00,372,1,9,United Kingdom,1,4,37,10.054347826086957,12,11,0.9673024523160763,0.0,0.989247311827957,12,1435.03,30.666666666666668,otros,4
17924.0,31,26,7,2962.500000000001,95.56451612903228,60.0,3.2464516129032264,1160,37.41935483870968,2010-12-01 10:51:00,2011-11-28 09:11:00,362,1,10,United Kingdom,1,3,0,0.0,10,4,12.0,0.0,0.0856353591160221,4,740.6250000000001,7.75,otros,3
13448.0,194,137,6,3534.6900000000005,18.220051546391755,15.299999999999999,3.19659793814433,1648,8.494845360824742,2010-12-01 10:52:00,2011-11-23 12:33:00,358,2,12,United Kingdom,1,4,0,0.0,9,4,1.839378238341969,0.0,0.5418994413407822,4,883.6725,48.5,otros,4
15862.0,147,142,4,832.88,5.665850340136054,3.75,2.7378911564625854,585,3.979591836734694,2010-12-01 11:21:00,2011-12-01 13:28:00,366,4,11,United Kingdom,1,5,0,0.0,12,3,2.493150684931507,0.0,0.4016393442622951,4,208.22,36.75,otros,5
15513.0,308,183,19,14758.22,47.9162987012987,20.4,4.107370129870129,5709,18.535714285714285,2010-12-01 11:22:00,2011-11-06 14:36:00,341,4,12,United Kingdom,1,5,53,17.20779220779221,3,10,1.0879478827361564,0.0,0.9032258064516129,10,1475.822,30.8,otros,5
12791.0,2,2,1,192.60000000000002,96.30000000000001,96.30000000000001,8.425,97,48.5,2010-12-01 11:27:00,2010-12-01 11:27:00,1,3,11,Netherlands,1,2,0,0.0,12,1,0.0,0.0,2.0,1,192.60000000000002,2.0,otros,2
16218.0,84,56,7,3084.68,36.72238095238095,20.8,1.6713095238095237,2088,24.857142857142858,2010-12-01 11:29:00,2011-11-10 09:59:00,344,3,11,United Kingdom,1,3,6,7.142857142857142,12,6,4.120481927710843,0.0,0.2441860465116279,6,514.1133333333333,14.0,otros,3
14045.0,6,4,4,1659.75,276.625,275.4,4.233333333333333,535,89.16666666666667,2010-12-01 11:32:00,2011-08-22 15:27:00,265,4,8,United Kingdom,1,3,0,0.0,1,3,52.6,0.0,0.022641509433962263,3,553.25,2.0,otros,3
14307.0,180,150,6,2995.72,16.642888888888887,15.059999999999999,2.4864444444444445,2058,11.433333333333334,2010-12-01 11:41:00,2011-09-12 09:38:00,285,3,9,United Kingdom,1,5,0,0.0,12,5,1.5754189944134078,0.0,0.631578947368421,5,599.144,36.0,otros,5
17908.0,54,51,1,232.02999999999994,4.296851851851851,3.215,2.662222222222221,169,3.1296296296296298,2010-12-01 11:45:00,2010-12-01 11:45:00,1,3,11,United Kingdom,1,5,0,0.0,12,1,0.0,0.0,54.0,1,232.03,54.0,otros,5
17920.0,665,407,17,4119.5,6.1947368421052635,3.75,2.3510526315789475,2473,3.718796992481203,2010-12-01 11:49:00,2011-12-05 14:29:00,370,5,14,United Kingdom,1,6,148,22.25563909774436,12,9,0.5406626506024096,0.0,1.7972972972972974,10,411.95,66.5,otros,6
12838.0,120,115,2,671.95,5.599583333333333,4.15,2.305333333333333,355,2.9583333333333335,2010-12-01 11:57:00,2011-11-06 12:20:00,341,7,12,United Kingdom,1,5,61,50.83333333333333,11,2,2.857142857142857,0.0,0.3519061583577713,2,335.975,60.0,otros,5
13255.0,13,13,2,399.51,30.73153846153846,23.4,4.959999999999999,177,13.615384615384615,2010-12-01 11:58:00,2011-11-30 13:14:00,365,3,13,United Kingdom,1,4,0,0.0,11,2,30.333333333333332,0.0,0.03561643835616438,2,199.755,6.5,otros,4
16583.0,14,14,1,233.45000000000002,16.675,16.15,2.5642857142857145,111,7.928571428571429,2010-12-01 12:03:00,2010-12-01 12:03:00,1,3,12,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,14.0,1,233.45,14.0,otros,2
18085.0,29,25,2,689.9499999999999,23.791379310344826,15.0,2.8448275862068964,265,9.137931034482758,2010-12-01 12:08:00,2011-01-13 15:17:00,44,4,15,United Kingdom,1,3,0,0.0,1,2,1.5357142857142858,0.0,0.6590909090909091,2,344.975,14.5,otros,3
13758.0,117,104,7,3190.55,27.26965811965812,20.16,3.287948717948717,1844,15.760683760683762,2010-12-01 12:08:00,2011-11-28 11:11:00,362,7,15,United Kingdom,1,5,56,47.863247863247864,5,5,3.0948275862068964,0.0,0.32320441988950277,5,638.11,23.4,otros,5
13694.0,568,366,50,65039.619999999995,114.50637323943661,93.05,1.5689964788732393,63312,111.46478873239437,2010-12-01 12:12:00,2011-12-06 09:32:00,370,4,12,United Kingdom,1,5,7,1.232394366197183,8,12,0.6172839506172839,0.0,1.5351351351351352,13,5003.047692307692,43.69230769230769,otros,5
15983.0,112,82,4,1465.12,13.081428571428571,7.65,2.1049107142857144,886,7.910714285714286,2010-12-01 12:15:00,2011-11-17 17:34:00,352,4,12,United Kingdom,1,4,0,0.0,12,2,3.1531531531531534,0.0,0.3181818181818182,2,732.56,56.0,otros,4
14849.0,388,159,25,7930.54,20.439536082474227,16.55,2.440309278350516,5694,14.675257731958762,2010-12-01 12:22:00,2011-11-18 10:58:00,352,4,11,United Kingdom,1,5,0,0.0,6,11,0.896640826873385,0.0,1.1022727272727273,11,720.9581818181819,35.27272727272727,otros,5
17968.0,81,74,1,265.09999999999997,3.272839506172839,2.1,1.9256790123456786,151,1.8641975308641976,2010-12-01 12:23:00,2010-12-01 12:23:00,1,3,12,United Kingdom,1,4,0,0.0,12,1,0.0,0.0,81.0,1,265.1,81.0,otros,4
16210.0,123,74,18,21086.300000000003,171.43333333333337,35.400000000000006,3.7576422764227644,7559,61.45528455284553,2010-12-01 12:27:00,2011-12-08 12:36:00,373,3,12,United Kingdom,1,5,0,0.0,12,8,2.9836065573770494,0.0,0.3297587131367292,9,2342.9222222222224,13.666666666666666,otros,5
17897.0,108,100,3,541.8100000000002,5.016759259259261,3.3899999999999997,3.085833333333333,222,2.0555555555555554,2010-12-01 12:31:00,2011-06-20 11:23:00,201,1,11,United Kingdom,1,5,0,0.0,12,2,1.8691588785046729,0.0,0.5373134328358209,2,270.905,54.0,otros,5
17377.0,404,190,20,4058.32,10.045346534653465,5.04,2.6302475247524755,2038,5.044554455445544,2010-12-01 12:35:00,2011-11-16 11:17:00,350,1,10,United Kingdom,1,5,54,13.366336633663368,11,8,0.8461538461538461,0.0,1.1542857142857144,8,507.29,50.5,otros,5
16552.0,17,17,2,379.73,22.337058823529414,17.700000000000003,4.11,219,12.882352941176471,2010-12-01 12:36:00,2011-04-11 10:04:00,131,1,10,United Kingdom,1,3,0,0.0,4,2,8.125,0.0,0.1297709923664122,2,189.86500000000004,8.5,otros,3
17181.0,23,23,2,239.91999999999996,10.431304347826085,2.95,3.0395652173913037,241,10.478260869565217,2010-12-01 12:38:00,2011-10-13 14:48:00,317,4,14,United Kingdom,1,4,0,0.0,10,2,14.363636363636363,0.0,0.07255520504731862,2,119.96000000000001,11.5,otros,4
17951.0,20,18,3,1008.5400000000003,50.427000000000014,33.0,2.2085,616,30.8,2010-12-01 12:40:00,2011-10-31 12:30:00,334,1,12,United Kingdom,1,4,0,0.0,10,2,17.526315789473685,0.0,0.059880239520958084,2,504.2700000000001,10.0,otros,4
14729.0,71,69,1,313.49000000000007,4.415352112676057,2.95,2.1591549295774644,197,2.7746478873239435,2010-12-01 12:43:00,2010-12-01 12:43:00,1,3,12,United Kingdom,1,5,0,0.0,12,1,0.0,0.0,71.0,1,313.49,71.0,otros,5
12748.0,4413,1768,210,33053.19,7.4899592114208025,3.4799999999999995,2.6712689780194876,25288,5.730342170858826,2010-12-01 12:48:00,2011-12-09 12:20:00,373,3,11,United Kingdom,1,6,681,15.431679129843644,11,12,0.06754306436990028,0.0,11.831099195710456,13,2542.5530769230763,339.46153846153845,otros,6
15012.0,122,110,2,405.04,3.3200000000000003,2.55,2.5945081967213115,225,1.8442622950819672,2010-12-01 12:49:00,2011-10-17 12:22:00,320,1,12,United Kingdom,1,5,0,0.0,10,2,2.6363636363636362,0.0,0.38125,2,202.51999999999998,61.0,otros,5
12868.0,107,72,6,1607.0600000000002,15.0192523364486,15.0,2.611682242990654,928,8.672897196261681,2010-12-01 12:50:00,2011-06-07 10:42:00,188,3,15,United Kingdom,1,5,0,0.0,1,5,1.7452830188679245,0.0,0.5691489361702128,5,321.412,21.4,otros,5
17572.0,12,7,4,226.75,18.895833333333332,17.700000000000003,3.1583333333333337,95,7.916666666666667,2010-12-01 12:51:00,2011-09-29 17:53:00,303,3,12,United Kingdom,1,2,0,0.0,4,3,27.272727272727273,0.0,0.039603960396039604,3,75.58333333333333,4.0,otros,2
14078.0,65,46,6,1049.37,16.144153846153845,2.95,2.6804615384615382,310,4.769230769230769,2010-12-01 12:54:00,2011-08-30 12:16:00,272,3,12,United Kingdom,1,3,0,0.0,6,6,4.203125,0.0,0.23897058823529413,6,174.89499999999998,10.833333333333334,otros,3
14001.0,39,34,3,2043.0800000000002,52.38666666666667,29.700000000000003,3.5361538461538466,962,24.666666666666668,2010-12-01 12:58:00,2011-10-25 10:31:00,328,2,9,United Kingdom,1,3,0,0.0,4,3,8.605263157894736,0.0,0.11890243902439024,3,681.0266666666666,13.0,otros,3
12662.0,230,129,11,3849.7799999999997,16.73817391304348,15.9,3.2064782608695652,2058,8.947826086956521,2010-12-01 13:04:00,2011-12-09 11:59:00,373,2,13,Germany,1,6,31,13.478260869565217,6,9,1.6069868995633187,0.0,0.6166219839142091,10,384.978,23.0,otros,6
15525.0,156,133,3,734.3699999999999,4.7075,2.95,2.6119230769230772,387,2.480769230769231,2010-12-01 13:17:00,2011-12-07 14:43:00,372,3,14,United Kingdom,1,6,0,0.0,12,2,2.3870967741935485,0.0,0.41935483870967744,3,244.79,52.0,otros,6
14237.0,9,9,1,161.00000000000003,17.888888888888893,17.0,7.122222222222222,38,4.222222222222222,2010-12-01 13:20:00,2010-12-01 13:20:00,1,3,13,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,9.0,1,161.0,9.0,otros,3
17905.0,33,33,4,798.99,24.21181818181818,8.7,3.8709090909090906,406,12.303030303030303,2010-12-01 13:21:00,2011-09-29 17:33:00,303,3,13,United Kingdom,1,3,0,0.0,12,3,9.40625,0.0,0.10891089108910891,3,266.33,11.0,otros,3
15485.0,85,59,3,2564.5,30.17058823529412,29.88,3.214117647058824,1281,15.070588235294117,2010-12-01 13:23:00,2011-11-09 14:31:00,344,3,14,United Kingdom,1,4,0,0.0,11,3,4.071428571428571,0.0,0.24709302325581395,3,854.8333333333334,28.333333333333332,otros,4
12433.0,420,219,7,13375.87,31.847309523809525,23.4,2.1927380952380946,11071,26.35952380952381,2010-12-01 13:24:00,2011-12-09 10:02:00,373,3,13,Norway,1,5,0,0.0,12,4,0.883054892601432,0.0,1.126005361930295,5,2675.174,84.0,otros,5
16955.0,25,18,4,518.67,20.746799999999997,16.5,4.1984,266,10.64,2010-12-01 13:31:00,2011-06-08 10:36:00,189,3,10,United Kingdom,1,3,0,0.0,6,3,7.791666666666667,0.0,0.13227513227513227,3,172.89000000000001,8.333333333333334,otros,3
15350.0,5,5,1,115.65,23.130000000000003,25.200000000000003,2.6700000000000004,51,10.2,2010-12-01 13:33:00,2010-12-01 13:33:00,1,3,13,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,5.0,1,115.65,5.0,otros,2
15605.0,67,61,5,1198.23,17.88402985074627,16.5,4.588358208955224,441,6.582089552238806,2010-12-01 13:38:00,2011-11-03 14:17:00,338,5,13,United Kingdom,1,5,11,16.417910447761194,4,5,5.075757575757576,0.0,0.19822485207100593,5,239.64600000000002,13.4,otros,5
18144.0,43,27,12,2888.7500000000005,67.18023255813955,39.0,4.43046511627907,1343,31.232558139534884,2010-12-01 13:45:00,2011-12-02 12:46:00,366,2,13,United Kingdom,1,4,0,0.0,4,9,8.547619047619047,0.0,0.11748633879781421,10,288.875,4.3,otros,4
15922.0,11,11,1,369.50000000000006,33.59090909090909,30.0,4.409090909090909,138,12.545454545454545,2010-12-01 13:51:00,2010-12-01 13:51:00,1,3,13,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,11.0,1,369.5,11.0,otros,2
14594.0,52,48,2,363.3299999999999,6.987115384615383,6.375,3.2549999999999986,183,3.519230769230769,2010-12-01 13:54:00,2011-12-02 13:28:00,366,3,13,United Kingdom,1,4,0,0.0,12,1,7.1568627450980395,0.0,0.14207650273224043,2,181.665,26.0,otros,4
15165.0,27,27,1,487.75,18.064814814814813,17.4,4.9870370370370365,160,5.925925925925926,2010-12-01 14:03:00,2010-12-01 14:03:00,1,3,14,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,27.0,1,487.75,27.0,otros,3
14911.0,5672,1787,201,143711.16999999998,25.33694816643159,17.0,4.6104284203102965,80490,14.190761636107194,2010-12-01 14:05:00,2011-12-08 15:54:00,373,1,14,EIRE,1,6,410,7.228490832157969,11,12,0.051842708517016396,0.0,15.206434316353887,13,11054.705384615385,436.3076923076923,otros,6
16456.0,110,80,5,2158.1800000000003,19.619818181818186,7.95,2.1459090909090914,1147,10.427272727272728,2010-12-01 14:11:00,2011-09-01 13:50:00,274,7,11,United Kingdom,1,5,59,53.63636363636364,2,5,2.4954128440366974,0.0,0.40145985401459855,5,431.6360000000001,22.0,otros,5
17346.0,483,299,15,2622.88,5.430393374741201,3.75,2.3961490683229814,1617,3.347826086956522,2010-12-01 14:34:00,2011-12-06 12:18:00,370,4,12,United Kingdom,1,5,74,15.320910973084887,10,8,0.7572614107883817,0.0,1.3054054054054054,9,291.4311111111112,53.666666666666664,otros,5
17643.0,8,8,1,101.55,12.69375,11.775,4.01875,71,8.875,2010-12-01 14:38:00,2010-12-01 14:38:00,1,3,14,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,8.0,1,101.55,8.0,otros,3
17841.0,7676,1323,124,40519.840000000004,5.278770192808755,2.95,2.536696195935383,22834,2.974726420010422,2010-12-01 14:41:00,2011-12-08 12:07:00,372,3,12,United Kingdom,1,6,1102,14.356435643564355,11,12,0.04091205211726384,0.0,20.634408602150536,13,3116.9107692307693,590.4615384615385,otros,6
17873.0,43,24,5,1848.9600000000005,42.999069767441874,34.8,4.77953488372093,1035,24.069767441860463,2010-12-01 14:54:00,2011-09-20 16:41:00,294,3,14,United Kingdom,1,4,0,0.0,3,5,6.9523809523809526,0.0,0.14625850340136054,5,369.79200000000003,8.6,otros,4
13093.0,159,97,8,7832.470000000001,49.2608176100629,33.0,3.273647798742138,3961,24.91194968553459,2010-12-01 15:00:00,2011-03-09 12:14:00,98,4,15,United Kingdom,1,5,0,0.0,1,4,0.5949367088607594,0.0,1.6224489795918366,4,1958.1174999999998,39.75,otros,5
12921.0,720,233,37,16587.09,23.037625,17.700000000000003,2.3401944444444442,9526,13.230555555555556,2010-12-01 15:06:00,2011-11-30 16:22:00,365,3,13,United Kingdom,1,5,40,5.555555555555555,11,11,0.4909596662030598,0.0,1.9726027397260273,11,1507.9172727272728,65.45454545454545,otros,5
13468.0,302,184,37,5704.969999999999,18.890629139072846,16.5,4.103245033112582,2589,8.572847682119205,2010-12-01 15:08:00,2011-12-08 10:39:00,372,4,10,United Kingdom,1,5,19,6.291390728476822,12,12,1.169435215946844,0.0,0.8118279569892473,13,438.84384615384613,23.23076923076923,otros,5
17760.0,25,25,2,287.59000000000003,11.5036,8.5,2.2716000000000003,239,9.56,2010-12-01 15:08:00,2011-11-18 10:56:00,352,5,10,United Kingdom,1,3,0,0.0,11,2,14.625,0.0,0.07102272727272728,2,143.795,12.5,otros,3
16928.0,204,69,17,2814.7,13.797549019607843,8.7,1.8945098039215684,2092,10.254901960784315,2010-12-01 15:21:00,2011-09-20 15:10:00,293,2,13,United Kingdom,1,5,13,6.372549019607843,6,9,1.4039408866995073,0.0,0.6962457337883959,9,312.7444444444444,22.666666666666668,otros,5
16048.0,8,8,2,256.44000000000005,32.05500000000001,33.900000000000006,1.62125,144,18.0,2010-12-01 15:27:00,2010-12-01 15:28:00,1,3,15,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,8.0,1,256.44,8.0,otros,3
16274.0,65,64,1,351.75,5.411538461538462,3.75,4.313846153846154,153,2.353846153846154,2010-12-01 15:35:00,2010-12-01 15:35:00,1,3,15,United Kingdom,1,5,0,0.0,12,1,0.0,0.0,65.0,1,351.75,65.0,otros,5
14496.0,19,16,2,538.8100000000001,28.35842105263158,15.0,5.65421052631579,159,8.368421052631579,2010-12-01 15:35:00,2011-02-01 09:01:00,62,2,9,United Kingdom,1,3,0,0.0,2,2,3.388888888888889,0.0,0.3064516129032258,2,269.40500000000003,9.5,otros,3
14696.0,130,117,7,2078.95,15.991923076923076,15.12,2.459153846153846,1630,12.538461538461538,2010-12-01 15:37:00,2011-12-05 13:43:00,369,1,13,United Kingdom,1,4,16,12.307692307692308,12,6,2.8294573643410854,0.0,0.3523035230352303,7,296.9928571428572,18.571428571428573,otros,4
16539.0,45,36,4,1388.81,30.862444444444442,20.4,3.8933333333333335,477,10.6,2010-12-01 15:40:00,2011-12-07 08:41:00,371,3,15,United Kingdom,1,3,0,0.0,12,2,8.386363636363637,0.0,0.12129380053908356,3,462.9366666666667,15.0,otros,3
17025.0,9,8,3,357.77,39.75222222222222,30.0,2.006666666666667,235,26.11111111111111,2010-12-01 15:45:00,2011-10-10 09:06:00,313,3,15,United Kingdom,1,2,0,0.0,12,2,39.0,0.0,0.02875399361022364,2,178.885,4.5,otros,2
13777.0,197,36,33,25977.160000000003,131.86375634517768,68.58,2.269137055837563,12897,65.46700507614213,2010-12-01 16:01:00,2011-12-09 12:25:00,373,3,10,United Kingdom,1,4,5,2.5380710659898478,12,12,1.8418367346938775,0.0,0.5281501340482574,13,1998.2430769230768,15.153846153846153,otros,4
17690.0,252,186,15,4726.8,18.757142857142856,15.0,5.674761904761905,1769,7.01984126984127,2010-12-01 16:15:00,2011-11-09 15:17:00,343,3,12,United Kingdom,1,5,60,23.809523809523807,6,9,1.3386454183266931,0.0,0.7346938775510204,9,525.2,28.0,otros,5
12947.0,97,83,6,1603.99,16.535979381443298,15.0,3.270309278350515,1165,12.010309278350515,2010-12-01 16:21:00,2011-07-19 10:06:00,230,2,10,United Kingdom,1,4,0,0.0,4,5,2.375,0.0,0.4217391304347826,5,320.798,19.4,otros,4
17460.0,29,18,6,622.43,21.46310344827586,19.799999999999997,4.310689655172414,236,8.137931034482758,2010-12-01 16:24:00,2011-09-06 15:04:00,279,2,16,United Kingdom,1,3,0,0.0,3,5,9.857142857142858,0.0,0.1039426523297491,5,124.48600000000002,5.8,otros,3
18229.0,164,66,20,7276.9,44.37134146341463,31.5,4.626585365853659,2488,15.170731707317072,2010-12-01 16:25:00,2011-11-28 09:48:00,362,3,10,United Kingdom,1,3,31,18.902439024390244,9,12,2.147239263803681,0.0,0.4530386740331492,12,606.4083333333333,13.666666666666666,otros,3
14142.0,22,22,1,311.81,14.173181818181819,15.0,1.7704545454545455,313,14.227272727272727,2010-12-01 16:33:00,2010-12-01 16:33:00,1,3,16,United Kingdom,1,4,0,0.0,12,1,0.0,0.0,22.0,1,311.81,22.0,otros,4
17069.0,143,111,9,2709.7,18.94895104895105,16.95,2.855244755244755,1506,10.531468531468532,2010-12-01 16:49:00,2011-11-11 17:13:00,346,1,17,United Kingdom,1,5,0,0.0,11,5,2.4014084507042255,0.0,0.41329479768786126,5,541.94,28.6,otros,5
13065.0,14,14,1,205.85999999999999,14.704285714285714,15.325000000000001,5.222142857142858,74,5.285714285714286,2010-12-01 16:52:00,2010-12-01 16:52:00,1,3,16,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,14.0,1,205.86,14.0,otros,2
14606.0,2677,819,93,12076.15,4.511075831154277,2.55,2.8147889428464703,6187,2.311169219275308,2010-12-01 16:57:00,2011-12-08 19:28:00,373,3,13,United Kingdom,1,6,374,13.970862906238327,12,12,0.12294469357249627,0.0,7.176943699731903,13,928.9346153846153,205.92307692307693,otros,6
16835.0,10,10,2,180.85000000000002,18.085,18.35,4.297,61,6.1,2010-12-01 17:15:00,2011-08-03 13:50:00,245,3,13,United Kingdom,1,3,0,0.0,8,2,27.11111111111111,0.0,0.04081632653061224,2,90.425,5.0,otros,3
15235.0,143,132,12,2247.51,15.716853146853149,15.600000000000001,2.9905594405594402,1324,9.258741258741258,2010-12-01 17:22:00,2011-05-06 09:44:00,156,4,9,United Kingdom,1,4,4,2.797202797202797,12,5,1.0633802816901408,0.0,0.9166666666666666,5,449.50200000000007,28.6,otros,4
13576.0,126,78,18,6717.34,53.312222222222225,18.285,3.2234920634920647,2646,21.0,2010-12-01 17:24:00,2011-11-29 15:34:00,363,3,14,United Kingdom,1,3,13,10.317460317460316,11,12,2.832,0.0,0.34710743801652894,12,559.7783333333333,10.5,otros,3
18011.0,28,28,1,102.79,3.671071428571429,3.1,2.361071428571428,71,2.5357142857142856,2010-12-01 17:35:00,2010-12-01 17:35:00,1,3,17,United Kingdom,1,5,0,0.0,12,1,0.0,0.0,28.0,1,102.78999999999999,28.0,otros,5
13090.0,155,98,14,8910.819999999998,57.48916129032256,18.0,4.534516129032258,2263,14.6,2010-12-02 07:48:00,2011-12-01 12:39:00,365,2,10,United Kingdom,1,6,11,7.096774193548387,11,9,2.324675324675325,0.0,0.4246575342465753,10,891.0819999999998,15.5,otros,6
